,ID,Auteur,Naissance (min),Naissance (max),Mort (min),Mort (max),Témoin,Partie,Chapitre,Section,size
454,plutarque,Plutarque (0046?-0120?),0046-01-01,0046-01-01,0120-01-01,0120-01-01,terrien,"LIVRE PREMIER QVI EST, DE LA IVSTICE ET DV droict des Normans.",De Droict et de Iustice. Chap. I.,La Coustume au premier chapitre.,1
455,plutarque,Plutarque (0046?-0120?),0046-01-01,0046-01-01,0120-01-01,0120-01-01,terrien,"LIVRE QVATRIEME. QVI EST DES DROICTS ET DEMAIne du Roy, et de la chose publique.","De n ’ acheter blez ailleurs qu ’ aux marchez publiques, et des traites desdits blez, Chap. XVI.",François 1531. et 1534.,1
456,pompeius,Pompée (0075-0035 av. J.-C.),-0075-01-01,-0075-01-01,-0035-01-01,-0035-01-01,basnage,coutume,DE SERVITUDES.,DCVIII.,1
457,pomponius,,0100-01-01,0199-01-01,0100-01-01,0199-01-01,terrien,"LIVRE DOVZIEME, QVI EST, DES CRIMES ET PROcez criminels.","D ’ inquisition d ’ office de Iustice, ce du deuoir des Iuges. Chap. XXXI.",Au chapitre De Justicier.,1
458,quintilien,Quintilien (0030?-0100?),0030-01-01,0030-01-01,0100-01-01,0100-01-01,basnage,coutume,DU DOUAIRE.,CCCLXIX. Femme quand a doüaire sur les biens du pere et ayeul de son mary.,1
459,quintilien,Quintilien (0030?-0100?),0030-01-01,0030-01-01,0100-01-01,0100-01-01,basnage,coutume,DU DOUAIRE.,CCCLXXXVIII. Contre-lettres et preuves outre le traité.,1
460,quintilien,Quintilien (0030?-0100?),0030-01-01,0030-01-01,0100-01-01,0100-01-01,basnage,coutume,TITRE DE JURISDICTION.,introduction,1
461,quintilien,Quintilien (0030?-0100?),0030-01-01,0030-01-01,0100-01-01,0100-01-01,berault,"COMMENTAIRES SVR LES COVSTVMES DV PAYS DE NORMANDIE, ANCIENS RESSORS ET ENCLAVES D ICELVY.",TITRE DE JURISDICTION.,XXIII.,1
462,quintilien,Quintilien (0030?-0100?),0030-01-01,0030-01-01,0100-01-01,0100-01-01,terrien,"LIVRE PREMIER QVI EST, DE LA IVSTICE ET DV droict des Normans.",De Droict et de Iustice. Chap. I.,La Coustume au premier chapitre.,1
463,s-germain,,0490-01-01,0499-01-01,0590-01-01,0599-01-01,basnage,coutume,DE SUCCESSIONS EN PROPRE,CCXLV. Distinction du paternel avec le maternel.,1
464,s-germain,,0490-01-01,0499-01-01,0590-01-01,0599-01-01,basnage,coutume,TITRE DE JURISDICTION.,XIII.,1
465,s-paul,,0001-01-01,0099-01-01,0001-01-01,0099-01-01,basnage,coutume,DES FIEFS ET DROITS FEODAUX,CLXXI. Le fief vendu doit relief et treixième.,1
466,s-paul,,0001-01-01,0099-01-01,0001-01-01,0099-01-01,basnage,coutume,DU DOUAIRE.,CCCLXXVII.,5
467,s-paul,,0001-01-01,0099-01-01,0001-01-01,0099-01-01,berault,"COMMENTAIRES SVR LES COVSTVMES DV PAYS DE NORMANDIE, ANCIENS RESSORS ET ENCLAVES D ICELVY.",CHAPITRE DE GARDES.,CCXXVII.,1
468,s-paul,,0001-01-01,0099-01-01,0001-01-01,0099-01-01,berault,"COMMENTAIRES SVR LES COVSTVMES DV PAYS DE NORMANDIE, ANCIENS RESSORS ET ENCLAVES D ICELVY.","DE DOVAIRE DE FEMMES, ET VEVFVAGE. des maris.",CCCLXXVII.,1
469,s-paul,,0001-01-01,0099-01-01,0001-01-01,0099-01-01,berault,"COMMENTAIRES SVR LES COVSTVMES DV PAYS DE NORMANDIE, ANCIENS RESSORS ET ENCLAVES D ICELVY.",DE SVCCESSION EN PROPRE ET ANCIEN PATRIMOINE TANT EN ligne directe que collaterale.,CCLXXV.,1
470,s-paul,,0001-01-01,0099-01-01,0001-01-01,0099-01-01,pesnelle,COUTUME DE NORMANDIE.,CHAPITRE SEIZIEME. DES TESTAMENS.,CCCCXVIII.,1
471,s-paul,,0001-01-01,0099-01-01,0001-01-01,0099-01-01,terrien,"LIVRE HVITIEME, QVI EST, D ’ ACTIONS, QVERELLES, ou clameurs.",De patronnage d ’ eglise. Chap. XVII.,"La charte au Roy Philippe, qui fut faite à Listebonnes escrite en la Coustume.",1
472,s-paul,,0001-01-01,0099-01-01,0001-01-01,0099-01-01,terrien,"LIVRE PREMIER QVI EST, DE LA IVSTICE ET DV droict des Normans.",De Droict et de Iustice. Chap. I.,La Coustume au premier chapitre.,2
473,s-paul,,0001-01-01,0099-01-01,0001-01-01,0099-01-01,terrien,"LIVRE QVATRIEME. QVI EST DES DROICTS ET DEMAIne du Roy, et de la chose publique.",Des pauures et mandiens valides. Chap. XXVII.,Henry 1556.,1
474,s-paul,,0001-01-01,0099-01-01,0001-01-01,0099-01-01,terrien,"LIVRE SECOND. QVI EST, DV DROICT ET Estat des personnes.","Du mari et de la femme, Chap. I.","La Coustume aux chapitres de monneage, et de bref de mariage encombre.",1
475,saluste,Salluste (0086-0035 av. J.-C.),-0086-01-01,-0086-01-01,-0035-01-01,-0035-01-01,basnage,coutume,DE SUCCESSIONS EN PROPRE,"CCXXXVII. L ’ aîné est tuteur naturel et legitime des puisnez, et comment joüit de la succession.",1
476,saluste,Salluste (0086-0035 av. J.-C.),-0086-01-01,-0086-01-01,-0035-01-01,-0035-01-01,basnage,coutume,DES FIEFS ET DROITS FEODAUX,CXLII. Que peut demander celuy qui a fait don de son bien à l ’ Eglise.,2
477,saluste,Salluste (0086-0035 av. J.-C.),-0086-01-01,-0086-01-01,-0035-01-01,-0035-01-01,berault,"COMMENTAIRES SVR LES COVSTVMES DV PAYS DE NORMANDIE, ANCIENS RESSORS ET ENCLAVES D ICELVY.",TITRE DE JURISDICTION.,XXXVIII.,1
478,salvian,Salvien (0390?-0484?),0390-01-01,0390-01-01,0484-01-01,0484-01-01,basnage,coutume,DES DONATIONS.,"CCCCXXXI. Quelles personnes peuvent donner entre vifs, quoy, et à qui.",1
479,salvian,Salvien (0390?-0484?),0390-01-01,0390-01-01,0484-01-01,0484-01-01,basnage,coutume,TITRE DE JURISDICTION.,III.,1
480,salvian,Salvien (0390?-0484?),0390-01-01,0390-01-01,0484-01-01,0484-01-01,basnage,coutume,TITRE DE JURISDICTION.,XXXI.,1
481,scipion,Scipion l'Africain (0235-0183 av. J.-C.),-0235-01-01,-0235-01-01,-0183-01-01,-0183-01-01,basnage,coutume,DES FIEFS ET DROITS FEODAUX,CXLIV. Confiscation pour crime de leze-Majeste.,1
482,scipion,Scipion l'Africain (0235-0183 av. J.-C.),-0235-01-01,-0235-01-01,-0183-01-01,-0183-01-01,basnage,coutume,DU DOUAIRE.,CCCLXIX. Femme quand a doüaire sur les biens du pere et ayeul de son mary.,1
483,scipion,Scipion l'Africain (0235-0183 av. J.-C.),-0235-01-01,-0235-01-01,-0183-01-01,-0183-01-01,basnage,coutume,TITRE DE JURISDICTION.,XII.,1
484,scipion,Scipion l'Africain (0235-0183 av. J.-C.),-0235-01-01,-0235-01-01,-0183-01-01,-0183-01-01,basnage,coutume,TITRE DE JURISDICTION.,introduction,1
485,seneca,Sénèque (0004 av. J.-C.-0065),-0004-01-01,-0004-01-01,0065-01-01,0065-01-01,basnage,coutume,DE HARO.,introduction,1
486,seneca,Sénèque (0004 av. J.-C.-0065),-0004-01-01,-0004-01-01,0065-01-01,0065-01-01,basnage,coutume,DE SUCCESSIONS EN PROPRE,CCXLV. Distinction du paternel avec le maternel.,1
487,seneca,Sénèque (0004 av. J.-C.-0065),-0004-01-01,-0004-01-01,0065-01-01,0065-01-01,basnage,coutume,DES FIEFS ET DROITS FEODAUX,CCX. Nouvelle construction de pescherie et moulin.,1
488,seneca,Sénèque (0004 av. J.-C.-0065),-0004-01-01,-0004-01-01,0065-01-01,0065-01-01,basnage,coutume,DES FIEFS ET DROITS FEODAUX,CXLIX.,1
489,seneca,Sénèque (0004 av. J.-C.-0065),-0004-01-01,-0004-01-01,0065-01-01,0065-01-01,basnage,coutume,DES SUCCESSIONS COLLATERALES AUX MEUBLES ET ACQUESTS.,"CCCXXV. L ’ ordre de succeder entre pere et mere, ayeul et ayeule à leurs décendans.",1
490,seneca,Sénèque (0004 av. J.-C.-0065),-0004-01-01,-0004-01-01,0065-01-01,0065-01-01,basnage,coutume,DU DOUAIRE.,CCCLXXVII.,1
491,seneca,Sénèque (0004 av. J.-C.-0065),-0004-01-01,-0004-01-01,0065-01-01,0065-01-01,basnage,coutume,"QUELLES CHOSES SONT CENSÉES MEUBLES, QUELLES CHOSES IMMEUBLES.",CCCCCXX. Poisson comment meuble ou immeuble.,1
492,seneca,Sénèque (0004 av. J.-C.-0065),-0004-01-01,-0004-01-01,0065-01-01,0065-01-01,berault,"COMMENTAIRES SVR LES COVSTVMES DV PAYS DE NORMANDIE, ANCIENS RESSORS ET ENCLAVES D ICELVY.",CHAPITRE DES FIEFS ET DROITS FEODAVX.,CXLIX.,1
493,seneca,Sénèque (0004 av. J.-C.-0065),-0004-01-01,-0004-01-01,0065-01-01,0065-01-01,berault,"COMMENTAIRES SVR LES COVSTVMES DV PAYS DE NORMANDIE, ANCIENS RESSORS ET ENCLAVES D ICELVY.",TITRE DE JURISDICTION.,XLIX.,1
494,seneca,Sénèque (0004 av. J.-C.-0065),-0004-01-01,-0004-01-01,0065-01-01,0065-01-01,merville,DECISIONS SUR CHAQUE ARTICLE DE LA COUTUME DE NORMANDIE.,"TITRE XI. DE SUCCESSION EN PROPRE & ancien Patrimoine, tant en ligne directe que collaterale.",ARTICLE CCLXXV.,1
495,seneca,Sénèque (0004 av. J.-C.-0065),-0004-01-01,-0004-01-01,0065-01-01,0065-01-01,merville,DECISIONS SUR CHAQUE ARTICLE DE LA COUTUME DE NORMANDIE.,TITRE XIV. DE PARTAGE D ’ HERITAGE.,ARTICLE CCCLII.,1
496,seneca,Sénèque (0004 av. J.-C.-0065),-0004-01-01,-0004-01-01,0065-01-01,0065-01-01,pesnelle,COUTUME DE NORMANDIE.,CHAPITRE VINGTIEME. DES PRESCRIPTIONS.,DXXX.,1
497,seneca,Sénèque (0004 av. J.-C.-0065),-0004-01-01,-0004-01-01,0065-01-01,0065-01-01,terrien,"LIVRE DOVZIEME, QVI EST, DES CRIMES ET PROcez criminels.","De forfaiture de confiscation et biens, Chap. XL.",Charles ix tenant les Estats à Orléans 1560.,1
498,servius,"Servius, Maurus Honoratus (0363?-03..)",0363-01-01,0363-01-01,0463-01-01,0463-01-01,basnage,coutume,DES FIEFS ET DROITS FEODAUX,CXLII. Que peut demander celuy qui a fait don de son bien à l ’ Eglise.,1
499,servius,"Servius, Maurus Honoratus (0363?-03..)",0363-01-01,0363-01-01,0463-01-01,0463-01-01,basnage,coutume,TITRE DES EXECUTIONS. PAR DECRET,CCCCCXCII.,1
500,servius,"Servius, Maurus Honoratus (0363?-03..)",0363-01-01,0363-01-01,0463-01-01,0463-01-01,berault,"COMMENTAIRES SVR LES COVSTVMES DV PAYS DE NORMANDIE, ANCIENS RESSORS ET ENCLAVES D ICELVY.",TITRE DE JURISDICTION.,XII.,1
501,servius,"Servius, Maurus Honoratus (0363?-03..)",0363-01-01,0363-01-01,0463-01-01,0463-01-01,terrien,"LIVRE DOVZIEME, QVI EST, DES CRIMES ET PROcez criminels.","Comment on doit proceder contre les absens, es fuitifs. Chap. XXXIII.",La Coustume au chapitre De forfaiture.,1
502,severe,Sévère Alexandre (0208-0235),0208-01-01,0208-01-01,0235-01-01,0235-01-01,berault,"COMMENTAIRES SVR LES COVSTVMES DV PAYS DE NORMANDIE, ANCIENS RESSORS ET ENCLAVES D ICELVY.",CHAPITRE DES FIEFS ET DROITS FEODAVX.,CLV.,2
503,severe,Sévère Alexandre (0208-0235),0208-01-01,0208-01-01,0235-01-01,0235-01-01,berault,"COMMENTAIRES SVR LES COVSTVMES DV PAYS DE NORMANDIE, ANCIENS RESSORS ET ENCLAVES D ICELVY.",TITRE DE JURISDICTION.,XX.,1
504,severe,Sévère Alexandre (0208-0235),0208-01-01,0208-01-01,0235-01-01,0235-01-01,terrien,"LIVRE PREMIER QVI EST, DE LA IVSTICE ET DV droict des Normans.",De Droict et de Iustice. Chap. I.,La Coustume au premier chapitre.,1
505,severe,Sévère Alexandre (0208-0235),0208-01-01,0208-01-01,0235-01-01,0235-01-01,terrien,LIVRE TROISIESME QVI EST DES MAGISTRATS ET officiers ordinaires de la Iustice.,"De la Iurisdiction, et office des Iuges ordinaires. Chap. IIII.",Charles vii. char. viii. et Loys xii publ. en l ’ an 1507.,1
506,siculus,Siculus Flaccus (01..-.... ; agriculteur),0100-01-01,0199-01-01,0100-01-01,0199-01-01,basnage,coutume,DE SERVITUDES.,DCXXII.,2
507,silius,"Silius Italicus, Tiberius Catius (0025?-0101)",0025-01-01,0025-01-01,0101-01-01,0101-01-01,basnage,coutume,DU DOUAIRE.,CCCXCI. Meubles de la femme separée de biens à qui appartienent.,1
508,solon,Solon (0640?-0561 av. J.-C.),-0640-01-01,-0640-01-01,-0561-01-01,-0561-01-01,basnage,coutume,DE SERVITUDES.,DCVIII.,1
509,solon,Solon (0640?-0561 av. J.-C.),-0640-01-01,-0640-01-01,-0561-01-01,-0561-01-01,basnage,coutume,DE SUCCESSIONS EN PROPRE,introduction,2
510,solon,Solon (0640?-0561 av. J.-C.),-0640-01-01,-0640-01-01,-0561-01-01,-0561-01-01,basnage,coutume,DES SUCCESSIONS COLLATERALES AUX MEUBLES ET ACQUESTS.,introduction,1
511,solon,Solon (0640?-0561 av. J.-C.),-0640-01-01,-0640-01-01,-0561-01-01,-0561-01-01,basnage,coutume,DES TESTAMENS.,introduction,1
512,solon,Solon (0640?-0561 av. J.-C.),-0640-01-01,-0640-01-01,-0561-01-01,-0561-01-01,basnage,coutume,DU DOUAIRE.,CCCLXIX. Femme quand a doüaire sur les biens du pere et ayeul de son mary.,1
513,solon,Solon (0640?-0561 av. J.-C.),-0640-01-01,-0640-01-01,-0561-01-01,-0561-01-01,basnage,coutume,DU DOUAIRE.,CCCLXXIV. Doüaire prefix.,1
514,solon,Solon (0640?-0561 av. J.-C.),-0640-01-01,-0640-01-01,-0561-01-01,-0561-01-01,berault,<front>,AVANT-PROPOS AU LECTEUR,,1
515,solon,Solon (0640?-0561 av. J.-C.),-0640-01-01,-0640-01-01,-0561-01-01,-0561-01-01,berault,"COMMENTAIRES SVR LES COVSTVMES DV PAYS DE NORMANDIE, ANCIENS RESSORS ET ENCLAVES D ICELVY.",DE DONATIONS.,CCCCXXXIIII.,2
516,solon,Solon (0640?-0561 av. J.-C.),-0640-01-01,-0640-01-01,-0561-01-01,-0561-01-01,berault,"COMMENTAIRES SVR LES COVSTVMES DV PAYS DE NORMANDIE, ANCIENS RESSORS ET ENCLAVES D ICELVY.",DE SERVITVDES.,VI. C. VIII.,2
517,solon,Solon (0640?-0561 av. J.-C.),-0640-01-01,-0640-01-01,-0561-01-01,-0561-01-01,berault,"COMMENTAIRES SVR LES COVSTVMES DV PAYS DE NORMANDIE, ANCIENS RESSORS ET ENCLAVES D ICELVY.",DE SVCCESSION EN PROPRE ET ANCIEN PATRIMOINE TANT EN ligne directe que collaterale.,CCL.,1
518,solon,Solon (0640?-0561 av. J.-C.),-0640-01-01,-0640-01-01,-0561-01-01,-0561-01-01,berault,"COMMENTAIRES SVR LES COVSTVMES DV PAYS DE NORMANDIE, ANCIENS RESSORS ET ENCLAVES D ICELVY.",DE TESTAMENS.,CCCCXII.,1
519,solon,Solon (0640?-0561 av. J.-C.),-0640-01-01,-0640-01-01,-0561-01-01,-0561-01-01,berault,"COMMENTAIRES SVR LES COVSTVMES DV PAYS DE NORMANDIE, ANCIENS RESSORS ET ENCLAVES D ICELVY.",DE TESTAMENS.,CCCCXXII.,2
520,solon,Solon (0640?-0561 av. J.-C.),-0640-01-01,-0640-01-01,-0561-01-01,-0561-01-01,terrien,"LIVRE DOVZIEME, QVI EST, DES CRIMES ET PROcez criminels.",De larcin. Chap. XX.,La Coustume au chapitre De Justice.,1
521,spartian,"Spartianus, Aelius (03..?-03..?)",0300-01-01,0399-01-01,0300-01-01,0399-01-01,basnage,coutume,DE PATRONNAGE D ’ EGLISE.,introduction,1
522,suetone,Suétone (0069?-0126?),0069-01-01,0069-01-01,0126-01-01,0126-01-01,basnage,coutume,DE SUCCESSIONS EN PROPRE,CCXXXV. Temps et acte de l ’ adition d ’ heredité.,1
523,suetone,Suétone (0069?-0126?),0069-01-01,0069-01-01,0126-01-01,0126-01-01,basnage,coutume,DES FIEFS ET DROITS FEODAUX,CLXIX.,1
524,suetone,Suétone (0069?-0126?),0069-01-01,0069-01-01,0126-01-01,0126-01-01,basnage,coutume,DES TESTAMENS.,"CCCCXXII. Disposition par testament du tiers des acquests comment permise, à qui, et au profit de qui.",1
525,suetone,Suétone (0069?-0126?),0069-01-01,0069-01-01,0126-01-01,0126-01-01,berault,"COMMENTAIRES SVR LES COVSTVMES DV PAYS DE NORMANDIE, ANCIENS RESSORS ET ENCLAVES D ICELVY.",DE BANON ET DEFENS.,LXXXV.,1
526,suetone,Suétone (0069?-0126?),0069-01-01,0069-01-01,0126-01-01,0126-01-01,berault,"COMMENTAIRES SVR LES COVSTVMES DV PAYS DE NORMANDIE, ANCIENS RESSORS ET ENCLAVES D ICELVY.",TITRE DE JURISDICTION.,XX.,1
527,suetone,Suétone (0069?-0126?),0069-01-01,0069-01-01,0126-01-01,0126-01-01,terrien,"LIVRE DOVZIEME, QVI EST, DES CRIMES ET PROcez criminels.","De forfaiture de confiscation et biens, Chap. XL.",Charles ix tenant les Estats à Orléans 1560.,1
528,suetone,Suétone (0069?-0126?),0069-01-01,0069-01-01,0126-01-01,0126-01-01,terrien,"LIVRE QVATORZIEME QVI EST, DES EAVX, ET FORESTS.",Du bois qui se prend pour les euures du Roy. Chap. XV.,François 1515.,1
529,tacite,Tacite (0055?-0120?),0055-01-01,0055-01-01,0120-01-01,0120-01-01,basnage,coutume,"DE SUCCESSION EN PROPRE AU BAILLIAGE DE CAUX, ET AUTRES LIEUX TENANS NATURE D ’ ICELUY.",introduction,1
530,tacite,Tacite (0055?-0120?),0055-01-01,0055-01-01,0120-01-01,0120-01-01,basnage,coutume,DE SUCCESSIONS EN PROPRE,CCL. Que peut donner le pere mariant sa fille.,1
531,tacite,Tacite (0055?-0120?),0055-01-01,0055-01-01,0120-01-01,0120-01-01,basnage,coutume,DES FIEFS ET DROITS FEODAUX,CCVI. En quel cas le Seigneur peut détourner l ’ eau courante en son fief.,1
532,tacite,Tacite (0055?-0120?),0055-01-01,0055-01-01,0120-01-01,0120-01-01,basnage,coutume,DES FIEFS ET DROITS FEODAUX,CXLIX.,1
533,tacite,Tacite (0055?-0120?),0055-01-01,0055-01-01,0120-01-01,0120-01-01,basnage,coutume,DU DOUAIRE.,CCCLXXXIX. Femme n ’ a communauté avec le mary.,1
534,tacite,Tacite (0055?-0120?),0055-01-01,0055-01-01,0120-01-01,0120-01-01,basnage,coutume,DU DOUAIRE.,introduction,1
535,tacite,Tacite (0055?-0120?),0055-01-01,0055-01-01,0120-01-01,0120-01-01,basnage,coutume,TITRE DE JURISDICTION.,XLVIII.,1
536,tacite,Tacite (0055?-0120?),0055-01-01,0055-01-01,0120-01-01,0120-01-01,basnage,coutume,TITRE DE JURISDICTION.,XXI.,1
537,tacite,Tacite (0055?-0120?),0055-01-01,0055-01-01,0120-01-01,0120-01-01,basnage,coutume,TITRE DE JURISDICTION.,introduction,1
538,tacite,Tacite (0055?-0120?),0055-01-01,0055-01-01,0120-01-01,0120-01-01,berault,"COMMENTAIRES SVR LES COVSTVMES DV PAYS DE NORMANDIE, ANCIENS RESSORS ET ENCLAVES D ICELVY.",CHAPITRE DE GARDES.,CCXXVIII.,1
539,tacite,Tacite (0055?-0120?),0055-01-01,0055-01-01,0120-01-01,0120-01-01,berault,"COMMENTAIRES SVR LES COVSTVMES DV PAYS DE NORMANDIE, ANCIENS RESSORS ET ENCLAVES D ICELVY.",DE DONATIONS.,CCCCXLIX.,1
540,tacite,Tacite (0055?-0120?),0055-01-01,0055-01-01,0120-01-01,0120-01-01,berault,"COMMENTAIRES SVR LES COVSTVMES DV PAYS DE NORMANDIE, ANCIENS RESSORS ET ENCLAVES D ICELVY.","DE DOVAIRE DE FEMMES, ET VEVFVAGE. des maris.",CCCXCIIII.,1
541,tacite,Tacite (0055?-0120?),0055-01-01,0055-01-01,0120-01-01,0120-01-01,berault,"COMMENTAIRES SVR LES COVSTVMES DV PAYS DE NORMANDIE, ANCIENS RESSORS ET ENCLAVES D ICELVY.",DE SVCCESSION EN PROPRE ET ANCIEN PATRIMOINE TANT EN ligne directe que collaterale.,CCL.,1
542,tacite,Tacite (0055?-0120?),0055-01-01,0055-01-01,0120-01-01,0120-01-01,berault,"COMMENTAIRES SVR LES COVSTVMES DV PAYS DE NORMANDIE, ANCIENS RESSORS ET ENCLAVES D ICELVY.",DE TESTAMENS.,introduction,1
543,tacite,Tacite (0055?-0120?),0055-01-01,0055-01-01,0120-01-01,0120-01-01,berault,"COMMENTAIRES SVR LES COVSTVMES DV PAYS DE NORMANDIE, ANCIENS RESSORS ET ENCLAVES D ICELVY.",TITRE DE JURISDICTION.,II.,1
544,tacite,Tacite (0055?-0120?),0055-01-01,0055-01-01,0120-01-01,0120-01-01,berault,"COMMENTAIRES SVR LES COVSTVMES DV PAYS DE NORMANDIE, ANCIENS RESSORS ET ENCLAVES D ICELVY.",TITRE DE JURISDICTION.,XLIX.,1
545,tacite,Tacite (0055?-0120?),0055-01-01,0055-01-01,0120-01-01,0120-01-01,pesnelle,<front>,AVERTISSEMENT.,,1
546,tacite,Tacite (0055?-0120?),0055-01-01,0055-01-01,0120-01-01,0120-01-01,pesnelle,COUTUME DE NORMANDIE.,"CHAPITRE DIX-HUITIEME. DES RETRAITS, AUTREMENT DITS CLAMEUR DE BOURSE.",introduction,1
547,tacite,Tacite (0055?-0120?),0055-01-01,0055-01-01,0120-01-01,0120-01-01,pesnelle,COUTUME DE NORMANDIE.,"CHAPITRE ONZIEME. DE SUCCESSION EN PROPRE, ET ANCIEN PATRIMOINE, TANT EN LIGNE DIRECTE QUE COLLATERALE.",CCXLIX.,1
548,tacite,Tacite (0055?-0120?),0055-01-01,0055-01-01,0120-01-01,0120-01-01,pesnelle,COUTUME DE NORMANDIE.,CHAPITRE SEIZIEME. DES TESTAMENS.,introduction,2
549,tacite,Tacite (0055?-0120?),0055-01-01,0055-01-01,0120-01-01,0120-01-01,pesnelle,COUTUME DE NORMANDIE.,Premiere Partie du Douaire.,introduction,1
550,tacite,Tacite (0055?-0120?),0055-01-01,0055-01-01,0120-01-01,0120-01-01,terrien,"LIVRE CINQVIEME, QVI EST, DE LA DIFFERENCE DES biens, de teneures et droicts seigneuriaux.",Des Fiefs Chap. II.,Au chapitre De teneure par hommage.,1
551,tacite,Tacite (0055?-0120?),0055-01-01,0055-01-01,0120-01-01,0120-01-01,terrien,"LIVRE DOVZIEME, QVI EST, DES CRIMES ET PROcez criminels.",Des chasses. Chap. XLV.,Ledit François 1533.,1
552,terence,Térence (0190?-0159 av. J.-C.),-0190-01-01,-0190-01-01,-0159-01-01,-0159-01-01,basnage,coutume,DE BREF DE MARIAGE ENCOMBRÉ.,CCCCCXXXVII. Bref de mariage encombré.,1
553,terence,Térence (0190?-0159 av. J.-C.),-0190-01-01,-0190-01-01,-0159-01-01,-0159-01-01,basnage,coutume,DE HARO.,LIV. En quel cas le Haro peut être interjetté.,1
554,terence,Térence (0190?-0159 av. J.-C.),-0190-01-01,-0190-01-01,-0159-01-01,-0159-01-01,basnage,coutume,DES DONATIONS.,"CCCCXXXI. Quelles personnes peuvent donner entre vifs, quoy, et à qui.",1
555,terence,Térence (0190?-0159 av. J.-C.),-0190-01-01,-0190-01-01,-0159-01-01,-0159-01-01,basnage,coutume,DES FIEFS ET DROITS FEODAUX,CLXVIII. Trois sortes d ’ aides.,1
556,terence,Térence (0190?-0159 av. J.-C.),-0190-01-01,-0190-01-01,-0159-01-01,-0159-01-01,basnage,coutume,DES RETRAITS ET CLAMEUR DE BOURSE.,CCCCLXIX.,1
557,terence,Térence (0190?-0159 av. J.-C.),-0190-01-01,-0190-01-01,-0159-01-01,-0159-01-01,basnage,coutume,DU DOUAIRE.,CCCLXIX. Femme quand a doüaire sur les biens du pere et ayeul de son mary.,1
558,terence,Térence (0190?-0159 av. J.-C.),-0190-01-01,-0190-01-01,-0159-01-01,-0159-01-01,berault,"COMMENTAIRES SVR LES COVSTVMES DV PAYS DE NORMANDIE, ANCIENS RESSORS ET ENCLAVES D ICELVY.",DE HARO.,introduction,1
559,tertullien,Tertullien (0155?-0222?),0155-01-01,0155-01-01,0222-01-01,0222-01-01,basnage,coutume,DE SERVITUDES.,introduction,1
560,tertullien,Tertullien (0155?-0222?),0155-01-01,0155-01-01,0222-01-01,0222-01-01,basnage,coutume,DE SUCCESSIONS EN PROPRE,CCXLVII. Comment les biens sont faits propres.,1
561,tertullien,Tertullien (0155?-0222?),0155-01-01,0155-01-01,0222-01-01,0222-01-01,basnage,coutume,DES FIEFS ET DROITS FEODAUX,introduction,1
562,tertullien,Tertullien (0155?-0222?),0155-01-01,0155-01-01,0222-01-01,0222-01-01,basnage,coutume,DES TESTAMENS.,CCCCXII. Forme et solennité de Testament.,1
563,tertullien,Tertullien (0155?-0222?),0155-01-01,0155-01-01,0222-01-01,0222-01-01,basnage,coutume,DU DOUAIRE.,CCCLXIX. Femme quand a doüaire sur les biens du pere et ayeul de son mary.,1
564,tertullien,Tertullien (0155?-0222?),0155-01-01,0155-01-01,0222-01-01,0222-01-01,basnage,coutume,DU DOUAIRE.,CCCLXXXVII.,1
565,tertullien,Tertullien (0155?-0222?),0155-01-01,0155-01-01,0222-01-01,0222-01-01,basnage,coutume,TITRE DE JURISDICTION.,XIII.,1
566,tertullien,Tertullien (0155?-0222?),0155-01-01,0155-01-01,0222-01-01,0222-01-01,basnage,coutume,TITRE DES EXECUTIONS. PAR DECRET,introduction,1
567,tertullien,Tertullien (0155?-0222?),0155-01-01,0155-01-01,0222-01-01,0222-01-01,terrien,"LIVRE SIXIEME QVI EST, DE SVCCESSION ET partages d ’ héritage.",D ’ escheance par héritage. Chap. II.,La Coustume.,2
568,theophile,Théophile Antecessor (05..-05..),0500-01-01,0599-01-01,0500-01-01,0599-01-01,basnage,coutume,DE SUCCESSIONS EN PROPRE,CCXXXV. Temps et acte de l ’ adition d ’ heredité.,1
569,thucydide,Thucydide (0460?-0395? av. J.-C.),-0460-01-01,-0460-01-01,-0395-01-01,-0395-01-01,basnage,coutume,DE PATRONNAGE D ’ EGLISE.,LXIX. Temps de presenter les Patrons Laïques et Ecclesiastiques.,1
570,tite-live,Tite-Live (0059? av. J.-C.-0017),-0059-01-01,-0059-01-01,0017-01-01,0017-01-01,basnage,coutume,DE LOY APPAROISSANTE,introduction,1
571,tite-live,Tite-Live (0059? av. J.-C.-0017),-0059-01-01,-0059-01-01,0017-01-01,0017-01-01,basnage,coutume,DES FIEFS ET DROITS FEODAUX,CXLII. Que peut demander celuy qui a fait don de son bien à l ’ Eglise.,1
572,tite-live,Tite-Live (0059? av. J.-C.-0017),-0059-01-01,-0059-01-01,0017-01-01,0017-01-01,berault,"COMMENTAIRES SVR LES COVSTVMES DV PAYS DE NORMANDIE, ANCIENS RESSORS ET ENCLAVES D ICELVY.",TITRE DE JURISDICTION.,IX.,1
573,tite-live,Tite-Live (0059? av. J.-C.-0017),-0059-01-01,-0059-01-01,0017-01-01,0017-01-01,berault,"COMMENTAIRES SVR LES COVSTVMES DV PAYS DE NORMANDIE, ANCIENS RESSORS ET ENCLAVES D ICELVY.",TITRE DE JURISDICTION.,introduction,1
