ID,Auteur,Naissance (min),Naissance (max),Mort (min),Mort (max),Témoin,size,Localisation,Thème
solon,Solon (0640?-0561 av. J.-C.),-640,-640,-561,-561,1614 - Bérault,2,"COMMENTAIRES SVR LES COVSTVMES DV PAYS DE NORMANDIE, ANCIENS RESSORS ET ENCLAVES D ICELVY. > DE DONATIONS. > CCCCXXXIIII.",successions
solon,Solon (0640?-0561 av. J.-C.),-640,-640,-561,-561,1614 - Bérault,2,"COMMENTAIRES SVR LES COVSTVMES DV PAYS DE NORMANDIE, ANCIENS RESSORS ET ENCLAVES D ICELVY. > DE SERVITVDES. > VI. C. VIII.",successions
solon,Solon (0640?-0561 av. J.-C.),-640,-640,-561,-561,1614 - Bérault,1,"COMMENTAIRES SVR LES COVSTVMES DV PAYS DE NORMANDIE, ANCIENS RESSORS ET ENCLAVES D ICELVY. > DE SVCCESSION EN PROPRE ET ANCIEN PATRIMOINE TANT EN ligne directe que collaterale. > CCL.",successions
solon,Solon (0640?-0561 av. J.-C.),-640,-640,-561,-561,1614 - Bérault,1,"COMMENTAIRES SVR LES COVSTVMES DV PAYS DE NORMANDIE, ANCIENS RESSORS ET ENCLAVES D ICELVY. > DE TESTAMENS. > CCCCXII.",successions
solon,Solon (0640?-0561 av. J.-C.),-640,-640,-561,-561,1614 - Bérault,2,"COMMENTAIRES SVR LES COVSTVMES DV PAYS DE NORMANDIE, ANCIENS RESSORS ET ENCLAVES D ICELVY. > DE TESTAMENS. > CCCCXXII.",successions
solon,Solon (0640?-0561 av. J.-C.),-640,-640,-561,-561,1578 - Terrien,1,"LIVRE DOVZIEME, QVI EST, DES CRIMES ET PROcez criminels. > De larcin. Chap. XX. > La Coustume au chapitre De Justice.",justice
spartian,"Spartianus, Aelius (03..?-03..?)",300,399,300,399,1678 - Basnage,1,coutume > DE PATRONNAGE D ’ EGLISE. > introduction,société
suetone,Suétone (0069?-0126?),69,69,126,126,1678 - Basnage,1,coutume > DE SUCCESSIONS EN PROPRE > CCXXXV. Temps et acte de l ’ adition d ’ heredité.,successions
suetone,Suétone (0069?-0126?),69,69,126,126,1678 - Basnage,1,coutume > DES FIEFS ET DROITS FEODAUX > CLXIX.,société
suetone,Suétone (0069?-0126?),69,69,126,126,1678 - Basnage,1,"coutume > DES TESTAMENS. > CCCCXXII. Disposition par testament du tiers des acquests comment permise, à qui, et au profit de qui.",successions
suetone,Suétone (0069?-0126?),69,69,126,126,1614 - Bérault,1,"COMMENTAIRES SVR LES COVSTVMES DV PAYS DE NORMANDIE, ANCIENS RESSORS ET ENCLAVES D ICELVY. > DE BANON ET DEFENS. > LXXXV.",propriété
suetone,Suétone (0069?-0126?),69,69,126,126,1614 - Bérault,1,"COMMENTAIRES SVR LES COVSTVMES DV PAYS DE NORMANDIE, ANCIENS RESSORS ET ENCLAVES D ICELVY. > TITRE DE JURISDICTION. > XX.",justice
suetone,Suétone (0069?-0126?),69,69,126,126,1578 - Terrien,1,"LIVRE DOVZIEME, QVI EST, DES CRIMES ET PROcez criminels. > De forfaiture de confiscation et biens, Chap. XL. > Charles ix tenant les Estats à Orléans 1560.",justice
suetone,Suétone (0069?-0126?),69,69,126,126,1578 - Terrien,1,"LIVRE QVATORZIEME QVI EST, DES EAVX, ET FORESTS. > Du bois qui se prend pour les euures du Roy. Chap. XV. > François 1515.",société
tacite,Tacite (0055?-0120?),55,55,120,120,1678 - Basnage,1,"coutume > DE SUCCESSION EN PROPRE AU BAILLIAGE DE CAUX, ET AUTRES LIEUX TENANS NATURE D ’ ICELUY. > introduction",successions
tacite,Tacite (0055?-0120?),55,55,120,120,1678 - Basnage,1,coutume > DE SUCCESSIONS EN PROPRE > CCL. Que peut donner le pere mariant sa fille.,successions
tacite,Tacite (0055?-0120?),55,55,120,120,1678 - Basnage,1,coutume > DES FIEFS ET DROITS FEODAUX > CCVI. En quel cas le Seigneur peut détourner l ’ eau courante en son fief.,société
tacite,Tacite (0055?-0120?),55,55,120,120,1678 - Basnage,1,coutume > DES FIEFS ET DROITS FEODAUX > CXLIX.,société
tacite,Tacite (0055?-0120?),55,55,120,120,1678 - Basnage,1,coutume > DU DOUAIRE. > CCCLXXXIX. Femme n ’ a communauté avec le mary.,douaire
tacite,Tacite (0055?-0120?),55,55,120,120,1678 - Basnage,1,coutume > DU DOUAIRE. > introduction,douaire
tacite,Tacite (0055?-0120?),55,55,120,120,1678 - Basnage,1,coutume > TITRE DE JURISDICTION. > XLVIII.,justice
tacite,Tacite (0055?-0120?),55,55,120,120,1678 - Basnage,1,coutume > TITRE DE JURISDICTION. > XXI.,justice
tacite,Tacite (0055?-0120?),55,55,120,120,1678 - Basnage,1,coutume > TITRE DE JURISDICTION. > introduction,justice
tacite,Tacite (0055?-0120?),55,55,120,120,1614 - Bérault,1,"COMMENTAIRES SVR LES COVSTVMES DV PAYS DE NORMANDIE, ANCIENS RESSORS ET ENCLAVES D ICELVY. > CHAPITRE DE GARDES. > CCXXVIII.",justice
tacite,Tacite (0055?-0120?),55,55,120,120,1614 - Bérault,1,"COMMENTAIRES SVR LES COVSTVMES DV PAYS DE NORMANDIE, ANCIENS RESSORS ET ENCLAVES D ICELVY. > DE DONATIONS. > CCCCXLIX.",successions
tacite,Tacite (0055?-0120?),55,55,120,120,1614 - Bérault,1,"COMMENTAIRES SVR LES COVSTVMES DV PAYS DE NORMANDIE, ANCIENS RESSORS ET ENCLAVES D ICELVY. > DE DOVAIRE DE FEMMES, ET VEVFVAGE. des maris. > CCCXCIIII.",douaire
tacite,Tacite (0055?-0120?),55,55,120,120,1614 - Bérault,1,"COMMENTAIRES SVR LES COVSTVMES DV PAYS DE NORMANDIE, ANCIENS RESSORS ET ENCLAVES D ICELVY. > DE SVCCESSION EN PROPRE ET ANCIEN PATRIMOINE TANT EN ligne directe que collaterale. > CCL.",successions
tacite,Tacite (0055?-0120?),55,55,120,120,1614 - Bérault,1,"COMMENTAIRES SVR LES COVSTVMES DV PAYS DE NORMANDIE, ANCIENS RESSORS ET ENCLAVES D ICELVY. > DE TESTAMENS. > introduction",successions
tacite,Tacite (0055?-0120?),55,55,120,120,1614 - Bérault,1,"COMMENTAIRES SVR LES COVSTVMES DV PAYS DE NORMANDIE, ANCIENS RESSORS ET ENCLAVES D ICELVY. > TITRE DE JURISDICTION. > II.",justice
tacite,Tacite (0055?-0120?),55,55,120,120,1614 - Bérault,1,"COMMENTAIRES SVR LES COVSTVMES DV PAYS DE NORMANDIE, ANCIENS RESSORS ET ENCLAVES D ICELVY. > TITRE DE JURISDICTION. > XLIX.",justice
tacite,Tacite (0055?-0120?),55,55,120,120,1771 - Pesnelle,1,<front> > AVERTISSEMENT. > ,matière liminaire
tacite,Tacite (0055?-0120?),55,55,120,120,1771 - Pesnelle,1,"COUTUME DE NORMANDIE. > CHAPITRE DIX-HUITIEME. DES RETRAITS, AUTREMENT DITS CLAMEUR DE BOURSE. > introduction",propriété
tacite,Tacite (0055?-0120?),55,55,120,120,1771 - Pesnelle,1,"COUTUME DE NORMANDIE. > CHAPITRE ONZIEME. DE SUCCESSION EN PROPRE, ET ANCIEN PATRIMOINE, TANT EN LIGNE DIRECTE QUE COLLATERALE. > CCXLIX.",successions
tacite,Tacite (0055?-0120?),55,55,120,120,1771 - Pesnelle,2,COUTUME DE NORMANDIE. > CHAPITRE SEIZIEME. DES TESTAMENS. > introduction,successions
tacite,Tacite (0055?-0120?),55,55,120,120,1771 - Pesnelle,1,COUTUME DE NORMANDIE. > Premiere Partie du Douaire. > introduction,douaire
tacite,Tacite (0055?-0120?),55,55,120,120,1578 - Terrien,1,"LIVRE CINQVIEME, QVI EST, DE LA DIFFERENCE DES biens, de teneures et droicts seigneuriaux. > Des Fiefs Chap. II. > Au chapitre De teneure par hommage.",société
tacite,Tacite (0055?-0120?),55,55,120,120,1578 - Terrien,1,"LIVRE DOVZIEME, QVI EST, DES CRIMES ET PROcez criminels. > Des chasses. Chap. XLV. > Ledit François 1533.",justice
terence,Térence (0190?-0159 av. J.-C.),-190,-190,-159,-159,1678 - Basnage,1,coutume > DE BREF DE MARIAGE ENCOMBRÉ. > CCCCCXXXVII. Bref de mariage encombré.,mariage
terence,Térence (0190?-0159 av. J.-C.),-190,-190,-159,-159,1678 - Basnage,1,coutume > DE HARO. > LIV. En quel cas le Haro peut être interjetté.,justice
terence,Térence (0190?-0159 av. J.-C.),-190,-190,-159,-159,1678 - Basnage,1,"coutume > DES DONATIONS. > CCCCXXXI. Quelles personnes peuvent donner entre vifs, quoy, et à qui.",successions
terence,Térence (0190?-0159 av. J.-C.),-190,-190,-159,-159,1678 - Basnage,1,coutume > DES FIEFS ET DROITS FEODAUX > CLXVIII. Trois sortes d ’ aides.,société
terence,Térence (0190?-0159 av. J.-C.),-190,-190,-159,-159,1678 - Basnage,1,coutume > DES RETRAITS ET CLAMEUR DE BOURSE. > CCCCLXIX.,propriété
terence,Térence (0190?-0159 av. J.-C.),-190,-190,-159,-159,1678 - Basnage,1,coutume > DU DOUAIRE. > CCCLXIX. Femme quand a doüaire sur les biens du pere et ayeul de son mary.,douaire
terence,Térence (0190?-0159 av. J.-C.),-190,-190,-159,-159,1614 - Bérault,1,"COMMENTAIRES SVR LES COVSTVMES DV PAYS DE NORMANDIE, ANCIENS RESSORS ET ENCLAVES D ICELVY. > DE HARO. > introduction",justice
tertullien,Tertullien (0155?-0222?),155,155,222,222,1678 - Basnage,1,coutume > DE SERVITUDES. > introduction,successions
tertullien,Tertullien (0155?-0222?),155,155,222,222,1678 - Basnage,1,coutume > DE SUCCESSIONS EN PROPRE > CCXLVII. Comment les biens sont faits propres.,successions
tertullien,Tertullien (0155?-0222?),155,155,222,222,1678 - Basnage,1,coutume > DES FIEFS ET DROITS FEODAUX > introduction,société
tertullien,Tertullien (0155?-0222?),155,155,222,222,1678 - Basnage,1,coutume > DES TESTAMENS. > CCCCXII. Forme et solennité de Testament.,successions
tertullien,Tertullien (0155?-0222?),155,155,222,222,1678 - Basnage,1,coutume > DU DOUAIRE. > CCCLXIX. Femme quand a doüaire sur les biens du pere et ayeul de son mary.,douaire
tertullien,Tertullien (0155?-0222?),155,155,222,222,1678 - Basnage,1,coutume > DU DOUAIRE. > CCCLXXXVII.,douaire
tertullien,Tertullien (0155?-0222?),155,155,222,222,1678 - Basnage,1,coutume > TITRE DE JURISDICTION. > XIII.,justice
tertullien,Tertullien (0155?-0222?),155,155,222,222,1678 - Basnage,1,coutume > TITRE DES EXECUTIONS. PAR DECRET > introduction,justice
tertullien,Tertullien (0155?-0222?),155,155,222,222,1578 - Terrien,2,"LIVRE SIXIEME QVI EST, DE SVCCESSION ET partages d ’ héritage. > D ’ escheance par héritage. Chap. II. > La Coustume.",successions
theophile,Théophile Antecessor (05..-05..),500,599,500,599,1678 - Basnage,1,coutume > DE SUCCESSIONS EN PROPRE > CCXXXV. Temps et acte de l ’ adition d ’ heredité.,successions
thucydide,Thucydide (0460?-0395? av. J.-C.),-460,-460,-395,-395,1678 - Basnage,1,coutume > DE PATRONNAGE D ’ EGLISE. > LXIX. Temps de presenter les Patrons Laïques et Ecclesiastiques.,société
tite-live,Tite-Live (0059? av. J.-C.-0017),-59,-59,17,17,1678 - Basnage,1,coutume > DE LOY APPAROISSANTE > introduction,société
tite-live,Tite-Live (0059? av. J.-C.-0017),-59,-59,17,17,1678 - Basnage,1,coutume > DES FIEFS ET DROITS FEODAUX > CXLII. Que peut demander celuy qui a fait don de son bien à l ’ Eglise.,société
tite-live,Tite-Live (0059? av. J.-C.-0017),-59,-59,17,17,1614 - Bérault,1,"COMMENTAIRES SVR LES COVSTVMES DV PAYS DE NORMANDIE, ANCIENS RESSORS ET ENCLAVES D ICELVY. > TITRE DE JURISDICTION. > IX.",justice
tite-live,Tite-Live (0059? av. J.-C.-0017),-59,-59,17,17,1614 - Bérault,1,"COMMENTAIRES SVR LES COVSTVMES DV PAYS DE NORMANDIE, ANCIENS RESSORS ET ENCLAVES D ICELVY. > TITRE DE JURISDICTION. > introduction",justice
ulpien,Ulpien (0160-0228),160,160,225,225,1678 - Basnage,2,"coutume > DE LOY APPAROISSANTE > LX. Mandement de Loy apparente, par qui, et en quel temps peut être obtenu.",société
ulpien,Ulpien (0160-0228),160,160,225,225,1678 - Basnage,1,"coutume > DE PRESCRIPTIONS. > CCCCCXXIII. Faculté de toutefois et quantes, comment se prescrit.",propriété
ulpien,Ulpien (0160-0228),160,160,225,225,1678 - Basnage,2,coutume > DE SERVITUDES. > DCVII.,successions
ulpien,Ulpien (0160-0228),160,160,225,225,1678 - Basnage,1,coutume > DE SERVITUDES. > DCXXII.,successions
ulpien,Ulpien (0160-0228),160,160,225,225,1678 - Basnage,6,coutume > DE SUCCESSIONS EN PROPRE > CCXXXV. Temps et acte de l ’ adition d ’ heredité.,successions
ulpien,Ulpien (0160-0228),160,160,225,225,1678 - Basnage,2,coutume > DE VARECH. > introduction,propriété
ulpien,Ulpien (0160-0228),160,160,225,225,1678 - Basnage,1,coutume > DES DONATIONS. > CCCCXLV. Comment s ’ entend donner et retenir.,successions
ulpien,Ulpien (0160-0228),160,160,225,225,1678 - Basnage,1,coutume > DES FIEFS ET DROITS FEODAUX > CCVI. En quel cas le Seigneur peut détourner l ’ eau courante en son fief.,société
ulpien,Ulpien (0160-0228),160,160,225,225,1678 - Basnage,1,coutume > DES TESTAMENS. > CCCCXII. Forme et solennité de Testament.,successions
ulpien,Ulpien (0160-0228),160,160,225,225,1678 - Basnage,1,coutume > DES TESTAMENS. > CCCCXIII.,successions
ulpien,Ulpien (0160-0228),160,160,225,225,1678 - Basnage,3,coutume > DES TESTAMENS. > CCCCXIV. Quelles personnes peuvent tester de meuble et comment.,successions
ulpien,Ulpien (0160-0228),160,160,225,225,1678 - Basnage,2,"coutume > DES TESTAMENS. > CCCCXXII. Disposition par testament du tiers des acquests comment permise, à qui, et au profit de qui.",successions
ulpien,Ulpien (0160-0228),160,160,225,225,1678 - Basnage,3,coutume > DU DOUAIRE. > CCCLXIX. Femme quand a doüaire sur les biens du pere et ayeul de son mary.,douaire
ulpien,Ulpien (0160-0228),160,160,225,225,1678 - Basnage,1,coutume > DU DOUAIRE. > CCCLXXV. Charge du doüaire.,douaire
ulpien,Ulpien (0160-0228),160,160,225,225,1678 - Basnage,2,coutume > DU DOUAIRE. > CCCLXXVII.,douaire
ulpien,Ulpien (0160-0228),160,160,225,225,1678 - Basnage,1,coutume > DU DOUAIRE. > CCCXCI. Meubles de la femme separée de biens à qui appartienent.,douaire
ulpien,Ulpien (0160-0228),160,160,225,225,1678 - Basnage,1,coutume > TITRE DE JURISDICTION. > XXIV. Jurisdiction des Bas-Justiciers.,justice
ulpien,Ulpien (0160-0228),160,160,225,225,1614 - Bérault,1,<front> > AVANT-PROPOS AU LECTEUR > ,matière liminaire
ulpien,Ulpien (0160-0228),160,160,225,225,1614 - Bérault,1,"COMMENTAIRES SVR LES COVSTVMES DV PAYS DE NORMANDIE, ANCIENS RESSORS ET ENCLAVES D ICELVY. > CHAPITRE DES FIEFS ET DROITS FEODAVX. > CCVI.",société
ulpien,Ulpien (0160-0228),160,160,225,225,1614 - Bérault,1,"COMMENTAIRES SVR LES COVSTVMES DV PAYS DE NORMANDIE, ANCIENS RESSORS ET ENCLAVES D ICELVY. > DE SERVITVDES. > VI. C. VIII.",successions
ulpien,Ulpien (0160-0228),160,160,225,225,1614 - Bérault,1,"COMMENTAIRES SVR LES COVSTVMES DV PAYS DE NORMANDIE, ANCIENS RESSORS ET ENCLAVES D ICELVY. > DE SVCCESSION EN PROPRE ET ANCIEN PATRIMOINE TANT EN ligne directe que collaterale. > CCXXXV.",successions
ulpien,Ulpien (0160-0228),160,160,225,225,1771 - Pesnelle,1,"COUTUME DE NORMANDIE. > CHAPITRE ONZIEME. DE SUCCESSION EN PROPRE, ET ANCIEN PATRIMOINE, TANT EN LIGNE DIRECTE QUE COLLATERALE. > CCXXXV.",successions
ulpien,Ulpien (0160-0228),160,160,225,225,1771 - Pesnelle,1,COUTUME DE NORMANDIE. > CHAPITRE VINGT-QUATRIEME. DE SERVITUDES. > DCXX.,successions
ulpien,Ulpien (0160-0228),160,160,225,225,1771 - Pesnelle,1,COUTUME DE NORMANDIE. > CHAPITRE VINGT-QUATRIEME. DE SERVITUDES. > DCXXII.,successions
ulpien,Ulpien (0160-0228),160,160,225,225,1771 - Pesnelle,1,"COUTUME DE NORMANDIE. > Septieme Partie, du Douaire des Enfans, > CCCXCIX.",douaire
ulpien,Ulpien (0160-0228),160,160,225,225,1578 - Terrien,1,"LIVRE DOVZIEME, QVI EST, DES CRIMES ET PROcez criminels. > D ’ inquisition d ’ office de Iustice, ce du deuoir des Iuges. Chap. XXXI. > Au chapitre De Justicier.",justice
ulpien,Ulpien (0160-0228),160,160,225,225,1578 - Terrien,3,"LIVRE PREMIER QVI EST, DE LA IVSTICE ET DV droict des Normans. > De Droict et de Iustice. Chap. I. > La Coustume au premier chapitre.",société
ulpien,Ulpien (0160-0228),160,160,225,225,1578 - Terrien,1,"LIVRE QVATORZIEME QVI EST, DES EAVX, ET FORESTS. > François 1515. Des caables, cs menus marchez debois. Chap. IX. > 1518.",propriété
valentinien,valentinien,419,419,455,455,1771 - Pesnelle,1,COUTUME DE NORMANDIE. > CHAPITRE SEIZIEME. DES TESTAMENS. > CCCCXII.,successions
velleius,"Velleius Paterculus, Caius (0019? av. J.-C.-0031?)",-19,-19,31,31,1614 - Bérault,1,"COMMENTAIRES SVR LES COVSTVMES DV PAYS DE NORMANDIE, ANCIENS RESSORS ET ENCLAVES D ICELVY. > DE SERVITVDES. > VI. C. XVI.",successions
virgile,Virgile (0070-0019 av. J.-C.),-70,-70,-19,-19,1678 - Basnage,1,coutume > DE SUCCESSIONS EN PROPRE > CCXLIX. Mariage avenant.,successions
virgile,Virgile (0070-0019 av. J.-C.),-70,-70,-19,-19,1678 - Basnage,2,coutume > DES FIEFS ET DROITS FEODAUX > CCX. Nouvelle construction de pescherie et moulin.,société
virgile,Virgile (0070-0019 av. J.-C.),-70,-70,-19,-19,1678 - Basnage,1,coutume > DES FIEFS ET DROITS FEODAUX > CXLII. Que peut demander celuy qui a fait don de son bien à l ’ Eglise.,société
virgile,Virgile (0070-0019 av. J.-C.),-70,-70,-19,-19,1678 - Basnage,1,coutume > TITRE DE JURISDICTION. > XII.,justice
virgile,Virgile (0070-0019 av. J.-C.),-70,-70,-19,-19,1614 - Bérault,1,"COMMENTAIRES SVR LES COVSTVMES DV PAYS DE NORMANDIE, ANCIENS RESSORS ET ENCLAVES D ICELVY. > CHAPITRE DES FIEFS ET DROITS FEODAVX. > CXXVI.",société
virgile,Virgile (0070-0019 av. J.-C.),-70,-70,-19,-19,1771 - Pesnelle,1,"COUTUME DE NORMANDIE. > Seconde Partie, du Droit de Viduité. > CCCLXXXV.",société
virgile,Virgile (0070-0019 av. J.-C.),-70,-70,-19,-19,1578 - Terrien,1,"LIVRE DOVZIEME, QVI EST, DES CRIMES ET PROcez criminels. > De simple querelle personnel, qui se fait pour bateries co mal-façons de corps. Chap. : XXVI. > Au chapitre De bref. de mar., encom.",société
virgile,Virgile (0070-0019 av. J.-C.),-70,-70,-19,-19,1578 - Terrien,1,"LIVRE PREMIER QVI EST, DE LA IVSTICE ET DV droict des Normans. > De Droict et de Iustice. Chap. I. > La Coustume au premier chapitre.",société
virgile,Virgile (0070-0019 av. J.-C.),-70,-70,-19,-19,1578 - Terrien,1,"LIVRE QVATORZIEME QVI EST, DES EAVX, ET FORESTS. > Du bois qui se prend pour les euures du Roy. Chap. XV. > François 1515.",société
vopiscus,"Vopiscus, Flavius (02..-03..)",200,299,300,399,1678 - Basnage,1,coutume > DES FIEFS ET DROITS FEODAUX > introduction,société
xenophon,xenophon,-430,-430,-355,-355,1678 - Basnage,2,coutume > DE SUCCESSIONS EN PROPRE > CCXXXV. Temps et acte de l ’ adition d ’ heredité.,successions
xenophon,xenophon,-430,-430,-355,-355,1578 - Terrien,1,"LIVRE DOVZIEME, QVI EST, DES CRIMES ET PROcez criminels. > Des chasses. Chap. XLV. > Ledit François 1533.",justice
zenon,Zénon (0430?-0491 ; empereur d'Orient),430,430,491,491,1678 - Basnage,1,coutume > DES FIEFS ET DROITS FEODAUX > CCX. Nouvelle construction de pescherie et moulin.,société
